id,name,debut_manga,debut_anime,debut_novel,debut_movie,debut_game,debut_ova,sex,blood_type,clan
942,Momoshiki Ōtsutsuki,Boruto Chapter #2,Boruto Episode #15,Boruto: Naruto the Movie,Boruto: Naruto the Movie,Naruto Shippūden: Ultimate Ninja Storm 4,N/A,Male,N/A,Ōtsutsuki
943,Shibai Ōtsutsuki,Boruto Chapter #75,N/A,N/A,N/A,N/A,N/A,Male,N/A,Ōtsutsuki
947,En Oyashiro,N/A,Naruto Shippūden Episode #485,Sasuke Shinden: Book of Sunrise,N/A,N/A,N/A,Male,N/A,Chinoike
950,Pakura,Naruto Chapter #516,Naruto Shippūden Episode #261,N/A,N/A,Naruto: Ultimate Ninja Online,N/A,Female,A,N/A
955,Potcha,N/A,Naruto Episode #161,N/A,N/A,N/A,N/A,Male,N/A,N/A
970,Renga,N/A,Naruto Episode #187,N/A,N/A,N/A,N/A,Male,N/A,N/A
973,Riichi (ninja),N/A,Naruto Episode #68,N/A,N/A,Naruto Shippūden: Ultimate Ninja Blazing,N/A,Male,N/A,N/A
980,Rokuro,N/A,Boruto Episode #275,N/A,N/A,N/A,N/A,Male,N/A,N/A
983,Rōshi,Naruto Chapter #353,Naruto Shippūden Episode #121,N/A,N/A,Naruto Shippūden: Ultimate Ninja Impact,N/A,Male,B,N/A
985,Ruka,N/A,Naruto Shippūden Episode #285,N/A,N/A,N/A,N/A,Female,N/A,N/A
988,Agira Ryūdōin,N/A,Naruto Episode #196,N/A,N/A,N/A,N/A,Male,N/A,N/A
990,Jakō Ryūdōin,N/A,Naruto Episode #196,N/A,N/A,Naruto: Path of the Ninja 2,N/A,Male,N/A,N/A
991,Rokkaku Ryūdōin,N/A,Naruto Episode #196,N/A,N/A,Naruto: Path of the Ninja 2,N/A,Male,N/A,N/A
992,Ryūgan,N/A,Naruto Episode #216,N/A,N/A,N/A,N/A,Male,N/A,N/A
998,Ryūki,Konoha Shinden Chapter #6,Boruto Episode #110,Konoha Shinden: Steam Ninja Scrolls,N/A,N/A,N/A,Male,N/A,N/A
1000,Sabu,Naruto Chapter #468,Naruto Shippūden Episode #206,N/A,N/A,Naruto Shippūden: Ultimate Ninja Impact,N/A,Male,O,N/A
1005,Sagan,Naruto Chapter #561,Naruto Shippūden Episode #322,N/A,N/A,N/A,N/A,Male,N/A,N/A
1012,Sajin (Genin),N/A,Naruto Shippūden Episode #395,N/A,N/A,N/A,N/A,Male,N/A,N/A
1017,Samidare,N/A,Naruto Shippūden Episode #170,N/A,N/A,N/A,N/A,Male,N/A,N/A
1020,San,N/A,N/A,Naruto Shippūden the Movie: The Will of Fire,Naruto Shippūden the Movie: The Will of Fire,N/A,N/A,Male,N/A,N/A
1027,Amado Sanzu,Boruto Chapter #26,Boruto Episode #179,N/A,N/A,Naruto x Boruto: Ninja Voltage,N/A,Male,N/A,N/A
1028,Saō,N/A,Boruto Episode #71,N/A,N/A,N/A,N/A,Male,N/A,N/A
1029,Sāra,N/A,N/A,Naruto Shippūden the Movie: The Lost Tower,Naruto Shippūden the Movie: The Lost Tower,N/A,N/A,Female,N/A,N/A
1049,Sazanami,N/A,Naruto Episode #159,N/A,N/A,N/A,N/A,Male,N/A,N/A
1053,Seito,N/A,Naruto Shippūden Episode #66,N/A,N/A,N/A,N/A,Male,N/A,N/A
1058,Sekki,N/A,Boruto Episode #56,N/A,N/A,N/A,N/A,Male,N/A,N/A
1059,Sen,N/A,Naruto Shippūden Episode #396,N/A,N/A,N/A,N/A,Female,N/A,N/A
1068,Makinami Senka,Boruto Chapter #3,Boruto Episode #56,N/A,Boruto: Naruto the Movie,N/A,N/A,Male,N/A,N/A
1069,Sazanami Senka,Boruto Chapter #3,Boruto Episode #56,N/A,Boruto: Naruto the Movie,N/A,N/A,Male,N/A,N/A
1070,Takanami Senka,Boruto Chapter #3,Boruto Episode #56,N/A,Boruto: Naruto the Movie,N/A,N/A,Male,N/A,N/A
1073,Sēramu,N/A,N/A,Naruto Shippūden the Movie: The Lost Tower,Naruto Shippūden the Movie: The Lost Tower,N/A,N/A,Female,N/A,N/A
1077,Shamon,Naruto Chapter #648,Naruto Shippūden Episode #382,N/A,N/A,N/A,N/A,Male,O,N/A
1083,Tanuki Shigaraki,N/A,Boruto Episode #13,Those Who Illuminate the Night of Shinobi!,N/A,Naruto: Ultimate Ninja Online,N/A,Male,N/A,N/A
1085,Shigure,Naruto Chapter #58,Naruto Episode #21,N/A,N/A,Naruto: Ultimate Ninja Online,N/A,Male,B,N/A
1087,Shiin,N/A,Naruto Episode #213,N/A,N/A,N/A,N/A,Male,N/A,Shiin
1094,Shin,Naruto Chapter #310,Naruto Shippūden Episode #50,The Last: Naruto the Movie  (Mentioned),The Last: Naruto the Movie  (Mentioned),Naruto Shippūden: Ultimate Ninja Storm 2,N/A,Male,B,N/A
1098,Shinga,N/A,N/A,N/A,N/A,Naruto Shippūden: Ultimate Ninja Heroes 3,N/A,Male,N/A,N/A
1101,Shinnō,N/A,N/A,N/A,Naruto Shippūden the Movie: Bonds,N/A,N/A,Male,N/A,N/A
1106,Shira,N/A,Naruto Shippūden Episode #395,N/A,N/A,Naruto: Ultimate Ninja Online,N/A,Male,N/A,N/A
1108,Hayama Shirakumo,N/A,Naruto Shippūden Episode #190,N/A,Naruto the Movie: Blood Prison,N/A,N/A,Male,N/A,N/A
1110,Genma Shiranui,Naruto Chapter #34,Naruto Episode #55,N/A,Naruto the Movie: Blood Prison,Naruto: Ultimate Ninja,Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!,Male,A,N/A
1116,Shisō,N/A,Naruto Episode #179,N/A,N/A,N/A,N/A,Male,N/A,N/A
1119,Shizuka,N/A,Naruto Shippūden Episode #235,N/A,N/A,Naruto: Ultimate Ninja Online,N/A,Female,N/A,N/A
1129,Shura,N/A,Naruto Episode #209,N/A,N/A,N/A,N/A,Male,N/A,N/A
1142,Suguro,N/A,Naruto Shippūden Episode #194,N/A,N/A,N/A,N/A,Male,N/A,N/A
1149,Suiu,N/A,Naruto Shippūden Episode #170,N/A,N/A,N/A,N/A,Male,N/A,N/A
1154,Sumaru,N/A,Naruto Episode #178,N/A,N/A,N/A,N/A,Male,N/A,N/A
1155,Sumashi,Naruto Chapter #244,Naruto Shippūden Episode #120,N/A,N/A,N/A,N/A,Male,N/A,N/A
1173,Taiseki,Naruto Chapter #241,Naruto Shippūden Episode #119,Naruto Shippūden the Movie: The Will of Fire,Naruto Shippūden the Movie: The Will of Fire,Naruto Shippūden: Ultimate Ninja Storm 4,N/A,Male,O,N/A
1174,Taizō,N/A,Naruto Shippūden Episode #465,N/A,N/A,N/A,N/A,Male,N/A,N/A
1192,Taruho,N/A,N/A,Naruto Shippūden the Movie,Naruto Shippūden the Movie,N/A,N/A,Male,N/A,N/A
1195,Tasuki,Boruto Chapter #39,Boruto Episode #205,N/A,N/A,N/A,N/A,Male,N/A,N/A
1196,Iwashi Tatami,Naruto Chapter #57,Naruto Episode #21,N/A,N/A,Naruto Mobile,The Day Naruto Became Hokage (OVA),Male,O,N/A
1200,Tatsunami,N/A,Boruto Episode #232,N/A,N/A,N/A,N/A,Male,N/A,N/A
1205,Team Goji Leader,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
1211,Ten-Tails (Kara),Boruto Chapter #35,Boruto Episode #202,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1229,Tobi (Zetsu),Naruto Chapter #602,Naruto Shippūden Episode #344,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 4,N/A,Male,B,N/A
1232,Tonbo Tobitake,Naruto Chapter #40,Naruto Episode #3,N/A,Naruto the Movie: Blood Prison,Naruto Mobile,The Day Naruto Became Hokage (OVA),Male,A,N/A
1240,Toki (Shinobazu),N/A,Naruto Episode #209,N/A,N/A,N/A,N/A,Male,N/A,N/A
1242,Tokiwa,N/A,Naruto Shippūden Episode #235,N/A,N/A,N/A,N/A,Female,N/A,N/A
1247,Garashi Tōno,N/A,Boruto Episode #157,N/A,N/A,N/A,N/A,Male,N/A,N/A
1256,Toroi (Genin),Boruto Chapter #3,Boruto Episode #56,Boruto: Naruto the Movie,Boruto: Naruto the Movie,N/A,N/A,Male,N/A,N/A
1259,Tōu,N/A,Naruto Shippūden Episode #66,N/A,N/A,N/A,N/A,Female,N/A,N/A
1270,Tsukado,N/A,Naruto Shippūden Episode #181,N/A,N/A,N/A,N/A,Male,N/A,N/A
1282,Tsurugi,N/A,Naruto Shippūden Episode #147,N/A,N/A,N/A,N/A,Male,N/A,N/A
1283,Misumi Tsurugi,Naruto Chapter #45,Naruto Episode #26,N/A,N/A,Naruto Shippūden: Ultimate Ninja Blazing,Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!,Male,A,N/A
1288,Baru Uchiha,N/A,Naruto Shippūden Episode #338,N/A,N/A,N/A,N/A,Male,N/A,Uchiha
1301,Naka Uchiha,N/A,Naruto Shippūden Episode #338,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 4,N/A,Male,N/A,Uchiha
1302,Naori Uchiha,N/A,Naruto Shippūden Episode #338,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 4,N/A,Female,N/A,Uchiha
1305,Rai Uchiha,N/A,Naruto Shippūden Episode #338,N/A,N/A,N/A,N/A,Male,N/A,Uchiha
1338,Ashina Uzumaki,Naruto Chapter #500,Naruto Shippūden Episode #247,N/A,N/A,N/A,N/A,Male,N/A,Uzumaki
1340,Himawari Uzumaki,Naruto Chapter #700,Boruto Episode #1,The Last: Naruto the Movie,The Last: Naruto the Movie,Naruto x Boruto: Ninja Voltage,The Day Naruto Became Hokage (OVA),Female,N/A,"['Uzumaki', 'Hyūga Clan']"
1343,Mito Uzumaki,Naruto Chapter #500,Naruto Shippūden Episode #247,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 3,N/A,Female,O,"['Uzumaki', 'Senju Clan']"
1350,Waraji,Naruto Chapter #18,Naruto Episode #10,"Naruto: Innocent Heart, Demonic Blood",N/A,Naruto: Konoha Ninpōchō,Hidden Leaf Village Grand Sports Festival!,Male,O,N/A
1353,White Snake Sage,Naruto Chapter #579,Naruto Shippūden Episode #334,N/A,N/A,N/A,N/A,Female,N/A,N/A
1361,Nonō Yakushi,Naruto Chapter #582,Naruto Shippūden Episode #335,Sasuke Shinden: Book of Sunrise  (Mentioned),N/A,Naruto Shippūden: Ultimate Ninja Storm 4,N/A,Female,B,N/A
1362,Yamame,N/A,N/A,N/A,N/A,N/A,Naruto: The Cross Roads,Female,N/A,N/A
1372,Aoba Yamashiro,Naruto Chapter #93,Naruto Episode #67,Sasuke Shinden: Book of Sunrise,Naruto the Movie: Blood Prison,Naruto Shippūden: Ultimate Ninja Storm 3,Hidden Leaf Village Grand Sports Festival!,Male,O,N/A
1375,Yaoki,N/A,Naruto Shippūden Episode #182,N/A,N/A,N/A,N/A,Male,N/A,N/A
1376,Yashamaru,Naruto Chapter #129,Naruto Episode #50,N/A,N/A,Naruto: Rise of a Ninja,N/A,Male,AB,N/A
1377,Yodo,Boruto Chapter #3,Boruto Episode #55,Boruto: Naruto the Movie,Boruto: Naruto the Movie,N/A,N/A,Female,N/A,N/A
1386,Yōrō,N/A,Naruto Shippūden Episode #395,N/A,N/A,N/A,N/A,Male,N/A,N/A
1387,Yoruga,N/A,Boruto Episode #160,N/A,N/A,N/A,N/A,Male,N/A,N/A
1390,Yota,N/A,Naruto Shippūden Episode #313,N/A,N/A,Naruto: Ultimate Ninja Online,N/A,Male,N/A,Yota's
1391,Yotaka,N/A,Naruto Episode #179,N/A,N/A,N/A,N/A,Male,N/A,N/A
1394,Yubina,N/A,Boruto Episode #159,N/A,N/A,N/A,N/A,Female,N/A,N/A
1396,Yūga,N/A,Boruto Episode #160,N/A,N/A,N/A,N/A,Male,N/A,N/A
1401,Yukai,N/A,Naruto Shippūden Episode #320,N/A,N/A,N/A,N/A,Male,N/A,N/A
1413,Yurui,Boruto Chapter #3,Boruto Episode #56,Boruto: Naruto the Movie,Boruto: Naruto the Movie,Naruto Shippūden: Ultimate Ninja Storm 4,N/A,Male,N/A,N/A
1418,Zaji,Naruto Chapter #515,Naruto Shippūden Episode #256,N/A,N/A,N/A,N/A,Male,N/A,N/A
1425,Black Zetsu,Naruto Chapter #234,Naruto Episode #134,Naruto Jinraiden: The Day the Wolf Howled,Road to Ninja: Naruto the Movie,Naruto Shippūden: Ultimate Ninja 4,Naruto Shippūden: UNSG anime cutscenes,N/A,N/A,N/A
1428,Zōri,Naruto Chapter #18,Naruto Episode #10,"Naruto: Innocent Heart, Demonic Blood",N/A,Naruto: Konoha Ninpōchō,Hidden Leaf Village Grand Sports Festival!,Male,A,N/A
12,Shikuro Aburame,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,Aburame
16,Yōji Aburame,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,Aburame
286,Gatai,N/A,Boruto Episode #138,N/A,N/A,N/A,N/A,Male,N/A,N/A
359,Hakuhyō,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
362,Hakuto,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,"['Hōki Family', 'Nara']"
548,Kajūra,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
657,Kodaka,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
687,Etoro Konjiki,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
56,Amagi,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
778,Mecha-Naruto,N/A,Naruto Shippūden Episode #376,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm Revolution,N/A,N/A,N/A,N/A
1061,Senji,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
1088,Shijima,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,Hōki Family
1237,Tōjūrō,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
31,Akane,Naruto Chapter #20,Naruto Episode #11,N/A,N/A,N/A,N/A,Male,N/A,N/A
78,First Animal Path (character),Naruto Chapter #371,Naruto Shippūden Episode #127,N/A,N/A,Naruto Shippūden: Ultimate Ninja Heroes 3,Naruto Shippūden: UNSG anime cutscenes,Male,N/A,Fūma
126,Boxing Kangaroos,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
431,Human Path (character),Naruto Chapter #376,Naruto Shippūden Episode #127,N/A,N/A,Naruto Shippūden: Ultimate Ninja Heroes 3,Naruto x UT,N/A,N/A,N/A
458,Inari,Naruto Chapter #17,Naruto Episode #10,"Naruto: Innocent Heart, Demonic Blood",N/A,Naruto: Konoha Ninpōchō,Hidden Leaf Village Grand Sports Festival!,Male,A,N/A
602,Kasumi (Castle Dusk),N/A,N/A,N/A,N/A,Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress,N/A,Female,N/A,N/A
663,Kohada,Naruto Chapter #140,Naruto Episode #81,N/A,N/A,N/A,N/A,Female,N/A,N/A
762,Manda II,Naruto Chapter #513,Naruto Shippūden Episode #255,N/A,N/A,Naruto Mobile,N/A,Male,N/A,N/A
811,Homura Mitokado,Naruto Chapter #93,Naruto Episode #55,"Sakura Hiden: Thoughts of Love, Riding Upon a Spring Breeze",N/A,Naruto: Ultimate Ninja,Hidden Leaf Village Grand Sports Festival!,Male,A,N/A
881,Naraka Path (character),Naruto Chapter #379,Naruto Shippūden Episode #127,N/A,N/A,Naruto Shippūden: Ultimate Ninja Heroes 3,Naruto x UT,N/A,N/A,N/A
888,Nejiri,Naruto Chapter #41,Naruto Episode #24,N/A,N/A,Naruto Mobile,N/A,Male,N/A,N/A
956,Preta Path (character),Naruto Chapter #376,Naruto Shippūden Episode #127,N/A,N/A,Naruto Shippūden: Ultimate Ninja Heroes 3,Naruto x UT,Male,N/A,N/A
1183,Tamaki,Naruto Chapter #354,Naruto Shippūden Episode #121,Konoha Hiden: The Perfect Day for a Wedding,Boruto: Naruto the Movie,N/A,N/A,Female,N/A,N/A
1412,Yurito,N/A,Naruto Shippūden Episode #489,N/A,N/A,N/A,N/A,Male,N/A,N/A
2,Three-Headed Guardian Beast,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,A (First Raikage),Naruto Chapter #648,Naruto Shippūden Episode #369,N/A,N/A,N/A,N/A,Male,O,N/A
4,A (Second Raikage),Naruto Chapter #527,Naruto Shippūden Episode #269,N/A,N/A,N/A,N/A,Male,O,N/A
7,Abiru,Naruto Chapter #129,Naruto Episode #75,N/A,N/A,N/A,N/A,Male,N/A,N/A
17,Ada,Boruto Chapter #56,N/A,N/A,N/A,N/A,N/A,Female,N/A,N/A
18,Agara,Naruto Chapter #487,Naruto Shippūden Episode #221,N/A,N/A,N/A,N/A,Male,N/A,N/A
19,Agari,Naruto Chapter #31,Naruto Episode #18,N/A,N/A,Naruto: Konoha Ninpōchō,N/A,Female,N/A,N/A
20,Ageha,Naruto Chapter #19,Naruto Episode #11,"Naruto: Innocent Heart, Demonic Blood",N/A,Naruto: Konoha Ninpōchō,N/A,Female,N/A,N/A
21,Ahiko,Naruto Chapter #350,Naruto Shippūden Episode #117,N/A,N/A,N/A,N/A,Male,N/A,N/A
22,Aho Bird,N/A,Naruto Episode #55,N/A,N/A,Naruto: Ultimate Ninja Online,N/A,N/A,N/A,N/A
23,Aino,N/A,Naruto Shippūden Episode #460,N/A,N/A,N/A,N/A,Female,N/A,N/A
26,Manabu Akado,Naruto Chapter #43,Naruto Episode #25,N/A,N/A,Naruto Mobile,N/A,Male,N/A,N/A
30,Iwana Akame,Naruto Chapter #1,Naruto Episode #1,"Naruto: Innocent Heart, Demonic Blood",N/A,Naruto: Rise of a Ninja,N/A,Male,N/A,N/A
33,Akane's Father,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
34,Akari,N/A,Boruto Episode #210,N/A,N/A,N/A,N/A,Female,N/A,N/A
37,Akemaru,N/A,Boruto Episode #93,Naruto Shinden: Parent and Child Day,N/A,N/A,N/A,Male,N/A,Inuzuka
41,Chōji's Mother,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,Akimichi
49,Akio,N/A,Naruto Episode #209,N/A,N/A,N/A,N/A,Male,N/A,N/A
50,Kankitsu Akitsuki,N/A,Boruto Episode #116,N/A,N/A,N/A,N/A,Male,N/A,N/A
51,Akkun,N/A,Boruto Episode #81,N/A,N/A,N/A,N/A,N/A,N/A,N/A
60,Amaru,N/A,N/A,N/A,Naruto Shippūden the Movie: Bonds,N/A,N/A,Female,N/A,N/A
61,Amayo,N/A,N/A,Naruto the Movie: Guardians of the Crescent Moon Kingdom,Naruto the Movie: Guardians of the Crescent Moon Kingdom,N/A,N/A,Female,N/A,N/A
64,Ami,Naruto Chapter #71,Naruto Episode #41,N/A,N/A,N/A,N/A,Female,N/A,N/A
65,Amino,N/A,Naruto Shippūden Episode #484,Sasuke Shinden: Book of Sunrise,N/A,N/A,N/A,Female,N/A,N/A
66,Sōsha Amino,N/A,Boruto Episode #261,N/A,N/A,N/A,N/A,Female,N/A,N/A
69,Anato,N/A,Boruto Episode #158,N/A,N/A,N/A,N/A,Male,N/A,N/A
70,Anbu Commander,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
74,Fox-Masked Anbu Member,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
75,Tiger-Masked Anbu Member,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
76,Aniki,N/A,Naruto Episode #101,N/A,N/A,Naruto: Path of the Ninja 2,N/A,Male,N/A,N/A
81,Aoda,Naruto Chapter #633,Naruto Shippūden Episode #373,Sasuke Shinden: Book of Sunrise,N/A,Naruto Shippūden: Ultimate Ninja Storm Revolution,N/A,Male,N/A,N/A
82,Aoi (game),N/A,N/A,N/A,N/A,Naruto Shippūden: Ultimate Ninja 4,N/A,Female,N/A,N/A
83,Aoneko,N/A,N/A,N/A,N/A,Naruto: Ultimate Ninja Online,N/A,Male,N/A,N/A
84,Aosa,N/A,Boruto Episode #229,N/A,N/A,N/A,N/A,Male,N/A,N/A
85,Arai,N/A,Boruto Episode #141,N/A,N/A,N/A,N/A,Male,N/A,N/A
89,Armadiko,Naruto Chapter #513,Naruto Shippūden Episode #254,N/A,N/A,N/A,N/A,Male,N/A,N/A
91,Asaki,N/A,Boruto Episode #117,N/A,N/A,N/A,N/A,Female,N/A,Yoimura
92,Neon Asakusa,N/A,Boruto Episode #261,N/A,N/A,N/A,N/A,Female,N/A,N/A
93,Neon's Mother,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,N/A
94,Sandayū Asama,N/A,N/A,Naruto the Movie: Ninja Clash in the Land of Snow (novel),Naruto the Movie: Ninja Clash in the Land of Snow,N/A,N/A,Male,N/A,N/A
96,Ashimaru,N/A,Boruto Episode #40,N/A,N/A,N/A,N/A,Male,N/A,N/A
97,Ashina,N/A,Boruto Episode #67,N/A,N/A,N/A,N/A,Female,N/A,N/A
98,Ashitaba,N/A,Naruto Shippūden Episode #434,N/A,N/A,N/A,N/A,Male,N/A,N/A
101,Ayame,Databook #1,Naruto Episode #52,Konoha Hiden: The Perfect Day for a Wedding,Naruto Shippūden the Movie: The Will of Fire,Naruto: Konoha Ninpōchō,Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!,Female,O,N/A
102,Azami,N/A,Naruto Shippūden Episode #312,N/A,N/A,N/A,N/A,Female,N/A,N/A
103,Shibito Azuma,Naruto Chapter #242,Naruto Shippūden Episode #120,N/A,N/A,N/A,N/A,Male,N/A,N/A
105,Baiu,Naruto Chapter #58,Naruto Episode #21,N/A,N/A,Naruto: Ultimate Ninja Online,N/A,Male,A,N/A
108,Baku,Naruto Chapter #479,Naruto Shippūden Episode #210,N/A,N/A,Naruto Shippūden: Ultimate Ninja Impact,N/A,N/A,N/A,N/A
109,Baku (Anbu),Naruto Chapter #399,Naruto Shippūden Episode #140,N/A,N/A,N/A,N/A,Male,N/A,N/A
110,Bakuto,Naruto Chapter #348,Naruto Shippūden Episode #116,N/A,N/A,N/A,N/A,Male,N/A,N/A
111,Bamboo Minister,N/A,Boruto Episode #267,N/A,N/A,N/A,N/A,Male,N/A,N/A
114,Banna,N/A,Naruto Shippūden Episode #233,N/A,N/A,N/A,N/A,Male,N/A,N/A
115,Bansai,Naruto Chapter #320,Naruto Shippūden Episode #58,N/A,N/A,N/A,N/A,Male,N/A,N/A
118,Bekkō,Naruto Chapter #1,Naruto Episode #1,"Naruto: Innocent Heart, Demonic Blood",N/A,Naruto: Rise of a Ninja,N/A,Male,N/A,N/A
128,Bug,Boruto Chapter #56,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
130,Buna,Naruto Chapter #144,Naruto Episode #83,N/A,N/A,N/A,N/A,Male,N/A,N/A
132,Bunzō,N/A,Naruto Episode #97,N/A,N/A,N/A,N/A,Male,N/A,N/A
134,Byakuren,Naruto Chapter #648,Naruto Shippūden Episode #369,N/A,N/A,N/A,N/A,Male,B,N/A
136,Captain of the Ghost Ship,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
137,Gyokurō Chabashira,Boruto Chapter #16,Boruto Episode #181,N/A,N/A,N/A,N/A,Male,N/A,N/A
139,Chamū,N/A,N/A,Naruto the Movie: Guardians of the Crescent Moon Kingdom,Naruto the Movie: Guardians of the Crescent Moon Kingdom,Naruto: Path of the Ninja 2  (movie poster),N/A,Male,N/A,N/A
141,Chibi,Naruto Chapter #445,Naruto Shippūden Episode #172,N/A,N/A,N/A,N/A,Male,N/A,N/A
144,Chikara,N/A,Naruto Episode #192,N/A,N/A,N/A,N/A,Male,N/A,N/A
147,Chishima,N/A,Naruto Episode #162,N/A,N/A,N/A,N/A,Male,N/A,N/A
149,Chiyo (princess),N/A,Naruto Shippūden Episode #309,N/A,N/A,N/A,N/A,Female,N/A,N/A
150,Chiyomatsu,Naruto Chapter #460,Naruto Shippūden Episode #202,N/A,N/A,N/A,N/A,Male,N/A,N/A
151,Chōhan,Naruto Chapter #149,Naruto Episode #86,N/A,N/A,N/A,N/A,Male,N/A,N/A
154,Chōseki,Naruto Chapter #150,Naruto Episode #86,N/A,N/A,N/A,N/A,Male,N/A,N/A
155,Chūji,N/A,Naruto Shippūden Episode #254,N/A,N/A,N/A,N/A,Male,N/A,N/A
164,Cursed Warrior,N/A,Naruto Episode #162,N/A,N/A,N/A,N/A,N/A,N/A,N/A
167,Daichi,Naruto Chapter #94,Naruto Episode #56,N/A,N/A,N/A,N/A,Male,N/A,N/A
168,Tenzen Daikoku,N/A,Naruto Shippūden Episode #115,N/A,N/A,N/A,N/A,Male,N/A,N/A
169,Tenzen's Bodyguard,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
173,Earth Daimyō,Naruto Chapter #488,Naruto Shippūden Episode #218,N/A,N/A,N/A,N/A,Male,N/A,N/A
174,Fang Daimyō,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
175,Fire Daimyō (Part I-II),Naruto Chapter #450,Naruto Shippūden Episode #179,"Sakura Hiden: Thoughts of Love, Riding Upon a Spring Breeze",Naruto Shippūden the Movie: The Will of Fire,N/A,N/A,Male,N/A,N/A
176,Frost Daimyō,Naruto Chapter #517,Naruto Shippūden Episode #262,N/A,N/A,N/A,N/A,Male,N/A,N/A
177,Hot Water Daimyō,Naruto Chapter #517,Naruto Shippūden Episode #262,N/A,N/A,N/A,N/A,Male,N/A,N/A
178,Lightning Daimyō,Naruto Chapter #488,Naruto Shippūden Episode #217,N/A,N/A,N/A,N/A,Male,N/A,N/A
179,Sound Daimyō,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
180,Tea Daimyō,N/A,Naruto Episode #102,N/A,N/A,N/A,N/A,Male,N/A,N/A
181,Evil Minister of the Tea Daimyō,N/A,Naruto Episode #102,N/A,N/A,N/A,N/A,Male,N/A,N/A
182,This Daimyō,N/A,Naruto Shippūden Episode #309,N/A,N/A,N/A,N/A,Male,N/A,N/A
183,Valleys Daimyō,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
184,Water Daimyō,Naruto Chapter #488,Naruto Shippūden Episode #218,N/A,N/A,N/A,N/A,Male,N/A,N/A
185,Wind Daimyō (Part I),Naruto Chapter #95,Naruto Episode #57,N/A,N/A,N/A,N/A,Male,B,N/A
186,Wind Daimyō (Part II),Naruto Chapter #488,Naruto Shippūden Episode #218,N/A,N/A,N/A,N/A,Male,N/A,N/A
188,Dangō,Naruto Chapter #450,Naruto Shippūden Episode #179,N/A,N/A,N/A,N/A,Male,N/A,N/A
196,Dengaku,Naruto Chapter #159,Naruto Episode #91,N/A,N/A,N/A,N/A,Male,N/A,N/A
197,Denka,Naruto Chapter #354,Naruto Shippūden Episode #121,N/A,N/A,N/A,N/A,Male,N/A,N/A
200,Dokan,N/A,Naruto Shippūden Episode #452,N/A,N/A,N/A,N/A,Male,N/A,N/A
201,Doki,Naruto Chapter #202,Naruto Episode #119,N/A,N/A,Naruto: Gekitō Ninja Taisen! 4,N/A,N/A,N/A,N/A
202,Dokku,N/A,Naruto Shippūden Episode #290,N/A,N/A,N/A,N/A,Male,N/A,N/A
204,Don,N/A,Naruto Shippūden Episode #254,N/A,N/A,N/A,N/A,Male,N/A,N/A
205,Doragu,N/A,Boruto Episode #142,N/A,N/A,N/A,N/A,Male,N/A,N/A
207,Daore Dōtonbori,N/A,Boruto Episode #94,Naruto Shinden: Parent and Child Day,N/A,N/A,N/A,Male,N/A,N/A
208,Kūi Dōtonbori,N/A,Boruto Episode #94,Naruto Shinden: Parent and Child Day,N/A,N/A,N/A,Male,N/A,N/A
